STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,Métro Parc  (Hutchison / Ogilvy),Villeray - Saint-Michel - Parc-Extension,45.5303513,-73.6243924,1653344782200,1653345056216
Roy / St-Laurent,Le Plateau-Mont-Royal,45.515616,-73.575808,de Gaspé / Villeray,Villeray - Saint-Michel - Parc-Extension,45.5388872,-73.623907,1653344783679,1653345627175
Valois / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.54523,-73.53725,Calixa-Lavallée / Sherbrooke,Le Plateau-Mont-Royal,45.52479,-73.56545,1653344784063,1653345852917
Centre ÉPIC (St-Zotique / 40e avenue),Rosemont - La Petite-Patrie,45.574147,-73.574621,Parc Maisonneuve (Viau / Sherbrooke),Rosemont - La Petite-Patrie,45.5649368,-73.5555911,1653344785177,1653345315275
du President-Kennedy / Union,Ville-Marie,45.505011,-73.572028,Bassin olympique (Chemin du Chenal le Moyne),Ville-Marie,45.5169025,-73.5272455,1653344787219,1653346643849
Boyer / du Mont-Royal,Le Plateau-Mont-Royal,45.527432,-73.579917,St-Urbain / Beaubien,Rosemont - La Petite-Patrie,45.52951,-73.61068,1653344784852,1653345622273
William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,St-Joseph / 8e avenue Lachine,Lachine,45.43155,-73.67112,1653344788299,1653354072110
Chabot / de Bellechasse,Rosemont - La Petite-Patrie,45.54257,-73.592144,3e avenue / Holt,Rosemont - La Petite-Patrie,45.5480035,-73.5813899,1653344792419,1653345113974
Mansfield / Ste-Catherine,Ville-Marie,45.5013987,-73.5717863,Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,1653344794261,1653346339516
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,Crescent / René-Lévesque,Ville-Marie,45.4959617,-73.5732535,1653344789839,1653345245256
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Lincoln / du Fort,Ville-Marie,45.493034,-73.583836,1653344796284,1653345003733
St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,des Récollets / McGill,Ville-Marie,45.5008765,-73.5590056,1653344791480,1653347428247
St-Jacques / St-Laurent,Ville-Marie,45.506421,-73.556466,de Maisonneuve / Aylmer (est),Ville-Marie,45.505386,-73.570432,1653344798077,1653345532764
Dézéry / Ontario,Mercier - Hochelaga-Maisonneuve,45.54111,-73.54755,Bennett / Adam,Mercier - Hochelaga-Maisonneuve,45.5536514,-73.5341495,1653344795328,1653345230388
Hutchison/ Van Horne,Le Plateau-Mont-Royal,45.5249771,-73.6106864,St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52931,-73.588657,1653344796676,1653345928854
Alexandra / Jean-Talon,Rosemont - La Petite-Patrie,45.532331,-73.620187,Hutchison / Beaubien,Rosemont - La Petite-Patrie,45.526058,-73.612969,1653344798085,1653345250139
de Castelnau / Lajeunesse,Villeray - Saint-Michel - Parc-Extension,45.5403962,-73.6168179,Métro de Castelnau (de Castelnau / St-Laurent),Villeray - Saint-Michel - Parc-Extension,45.5357088,-73.6196235,1653344799048,1653345037762
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1653344802447,1653345977932
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Métro Lionel-Groulx (St-Jacques / Atwater),Le Sud-Ouest,45.4836285,-73.5797026,1653344798135,1653345037243
St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,1653344799697,1653345317720
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1653344808486,1653345981635
de Melrose / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46982,-73.616961,Hillside / Ste-Catherine,Westmount,45.482826,-73.590843,1653344807490,1653345569321
Métro Sherbrooke (de Rigaud / St-Denis),Le Plateau-Mont-Royal,45.5179989,-73.5681841,Laval / Duluth,Le Plateau-Mont-Royal,45.519216,-73.57718,1653344805152,1653345124671
Prince-Arthur / St-Urbain,Le Plateau-Mont-Royal,45.512587,-73.573739,Vallières / St-Laurent,Le Plateau-Mont-Royal,45.518967,-73.583616,1653344806752,1653345116459
Ropery / Augustin-Cantin,Le Sud-Ouest,45.480914,-73.56846,des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,1653344811928,1653346139634
de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,1653344807942,1653345934020
La Ronde,Ville-Marie,45.521565,-73.535332,de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,1653344817926,1653347743087
St-Antoine / St-François-Xavier,Ville-Marie,45.504591,-73.559188,Ste-Famille / Sherbrooke,Le Plateau-Mont-Royal,45.510072,-73.570752,1653344810626,1653345713152
Hutchison / des Pins,Le Plateau-Mont-Royal,45.51069,-73.57805,Duluth / de l'Esplanade,Le Plateau-Mont-Royal,45.515092,-73.581142,1653344815453,1653345087264
Marie-Anne / de la Roche,Le Plateau-Mont-Royal,45.527758,-73.576185,Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.536346,-73.57131,1653344816278,1653346756777
Guilbault / Clark,Le Plateau-Mont-Royal,45.514108,-73.57523,de Bordeaux / Masson,Le Plateau-Mont-Royal,45.538984,-73.582445,1653344818478,1653346024940
St-Dominique / St-Viateur,Le Plateau-Mont-Royal,45.526557,-73.598276,Boyer / Rosemont,Rosemont - La Petite-Patrie,45.534136,-73.595478,1653344817952,1653345519447
Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,des Érables / Laurier,Le Plateau-Mont-Royal,45.5384608,-73.5776791,1653344821976,1653346900942
Louis-Hémon / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.5517743,-73.6034784,Cartier / Bélanger,Rosemont - La Petite-Patrie,45.546797,-73.602664,1653344821480,1653345136687
Ste-Catherine / Dezery,Mercier - Hochelaga-Maisonneuve,45.539385,-73.541,Logan / de Champlain,Ville-Marie,45.523194,-73.555843,1653344821818,1653345499161
Parc Labelle (LaSalle / Henri-Duhamel),Verdun,45.472561,-73.5699892,Drolet / Jarry,Villeray - Saint-Michel - Parc-Extension,45.541955,-73.629942,1653344818257,1653347882119
de la Commune / Berri,Ville-Marie,45.51086,-73.54983,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1653344823885,1653345418941
10e avenue / Holt,Rosemont - La Petite-Patrie,45.5519116,-73.5792112,Drolet / Marie-Anne,Le Plateau-Mont-Royal,45.5224026,-73.5811767,1653344839785,1653346194428
St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,1653344828797,1653345313915
Jeanne-Mance / Laurier,Le Plateau-Mont-Royal,45.5201249,-73.5952138,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653344828890,1653345242995
des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,Union / René-Lévesque,Ville-Marie,45.50235,-73.566583,1653344829638,1653345159727
Bourbonnière / du Mont-Royal,Rosemont - La Petite-Patrie,45.553571,-73.560494,15e avenue / Masson,Rosemont - La Petite-Patrie,45.553898,-73.571387,1653344829570,1653345152100
Roy / St-Laurent,Le Plateau-Mont-Royal,45.515616,-73.575808,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344829419,1653345567305
du Parc-La Fontaine / Roy,Le Plateau-Mont-Royal,45.522866,-73.568377,Drolet / Marie-Anne,Le Plateau-Mont-Royal,45.5224026,-73.5811767,1653344836213,1653345374077
Calixa-Lavallée / Sherbrooke,Le Plateau-Mont-Royal,45.52479,-73.56545,Tupper / du Fort,Ville-Marie,45.49123,-73.580782,1653344839364,1653345916208
Parc Maisonneuve (Viau / Sherbrooke),Rosemont - La Petite-Patrie,45.5649368,-73.5555911,Gauthier / Papineau,Le Plateau-Mont-Royal,45.529666,-73.567336,1653344839807,1653346797334
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,Gilford / de Lanaudière,Le Plateau-Mont-Royal,45.532008,-73.580444,1653344838395,1653345144478
Valois / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.54523,-73.53725,Calixa-Lavallée / Sherbrooke,Le Plateau-Mont-Royal,45.52479,-73.56545,1653344837848,1653345844786
Victoria Hall,Westmount,45.481291,-73.60033,Parc Loyola (Somerled / Doherty),Côte-des-Neiges - Notre-Dame-de-Grâce,45.460023,-73.644442,1653344839860,1653345993026
Métro Parc  (Hutchison / Ogilvy),Villeray - Saint-Michel - Parc-Extension,45.5303513,-73.6243924,Métro Parc  (Hutchison / Ogilvy),Villeray - Saint-Michel - Parc-Extension,45.5303513,-73.6243924,1653344845192,1653348759339
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,des Érables / Laurier,Le Plateau-Mont-Royal,45.5384608,-73.5776791,1653344840026,1653345048043
La Ronde,Ville-Marie,45.521565,-73.535332,Casino de Montréal,Ville-Marie,45.506373,-73.524577,1653344841024,1653346886676
Duvernay / Charlevoix,Le Sud-Ouest,45.482098,-73.574876,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1653344846182,1653345749408
de Lanaudière / du Mont-Royal,Le Plateau-Mont-Royal,45.5302211,-73.5769965,St-Dominique / Laurier,Le Plateau-Mont-Royal,45.5236149,-73.5924574,1653344848277,1653345638660
Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,Métro Jean-Talon (Berri / Jean-Talon),Villeray - Saint-Michel - Parc-Extension,45.5390004,-73.614251,1653344847599,1653345992064
Sherbrooke / Vignal,Westmount,45.4898298,-73.5896777,Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51066,-73.56497,1653344848098,1653345885421
St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,Ernest-Gendreau / du Mont-Royal,Rosemont - La Petite-Patrie,45.549714,-73.563848,1653344850706,1653346243588
de Gaspé / Beaubien,Rosemont - La Petite-Patrie,45.5319579,-73.607001,du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,1653344850876,1653345544334
Ste-Famille / des Pins,Le Plateau-Mont-Royal,45.512832,-73.576888,Ste-Famille / Sherbrooke,Le Plateau-Mont-Royal,45.510072,-73.570752,1653344852472,1653345012484
Du Quesne / Pierre-de-Coubertin,Mercier - Hochelaga-Maisonneuve,45.5750536,-73.5389322,Du Quesne / Pierre-de-Coubertin,Mercier - Hochelaga-Maisonneuve,45.5750536,-73.5389322,1653344856032,1653346549353
Boyer / Beaubien,Rosemont - La Petite-Patrie,45.537041,-73.602026,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344856710,1653345484104
Boyer / Beaubien,Rosemont - La Petite-Patrie,45.537041,-73.602026,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344862064,1653345489254
St-Hubert /de Maisonneuve,Ville-Marie,45.5161321,-73.5604969,Beaudry / Sherbrooke,Ville-Marie,45.523035,-73.565395,1653344857595,1653345167660
Métro Sherbrooke (de Rigaud / St-Denis),Le Plateau-Mont-Royal,45.5179989,-73.5681841,Parc de Bullion (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.515604,-73.572135,1653344858273,1653345035286
Beaudry / Sherbrooke,Ville-Marie,45.523035,-73.565395,Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,1653344858362,1653345054074
Duluth / de l'Esplanade,Le Plateau-Mont-Royal,45.515092,-73.581142,Parc de Bullion (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.515604,-73.572135,1653344864087,1653345237246
Roy / St-Laurent,Le Plateau-Mont-Royal,45.515616,-73.575808,Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,1653344860766,1653345579338
Sherbrooke / Frontenac,Ville-Marie,45.5367,-73.56081,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344862136,1653345895012
Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,1653344863938,1653345405677
de Mentana / Laurier,Le Plateau-Mont-Royal,45.53045,-73.587638,Drolet / Laurier,Le Plateau-Mont-Royal,45.526252,-73.589758,1653344862199,1653345108528
La Ronde,Ville-Marie,45.521565,-73.535332,de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,1653344862637,1653347743626
Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,Bloomfield / Ball,Villeray - Saint-Michel - Parc-Extension,45.5299594,-73.632946,1653344869318,1653346516015
Sherbrooke / Vignal,Westmount,45.4898298,-73.5896777,Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51066,-73.56497,1653344872446,1653345630846
Gary-Carter / St-Laurent,Villeray - Saint-Michel - Parc-Extension,45.5359,-73.622443,de Léry / Sherbrooke,Mercier - Hochelaga-Maisonneuve,45.5409997,-73.5582626,1653344868627,1653346809997
Gary-Carter / St-Laurent,Villeray - Saint-Michel - Parc-Extension,45.5359,-73.622443,de Léry / Sherbrooke,Mercier - Hochelaga-Maisonneuve,45.5409997,-73.5582626,1653344868167,1653346811148
La Ronde,Ville-Marie,45.521565,-73.535332,de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,1653344874825,1653347759674
Berri / Cherrier,Le Plateau-Mont-Royal,45.519088,-73.569509,Berri / Cherrier,Le Plateau-Mont-Royal,45.519088,-73.569509,1653344872208,1653344924513
Pratt / Bates,Outremont,45.5169478,-73.6263156,Pratt / Bates,Outremont,45.5169478,-73.6263156,1653344867503,1653344889508
St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,des Jockeys / Décarie,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4940443,-73.6544949,1653344875955,1653346437462
St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,Ste-Catherine / St-Marc,Ville-Marie,45.492897,-73.580294,1653344875057,1653347009769
de l'Hôtel-de-Ville / Roy,Le Plateau-Mont-Royal,45.517401,-73.574605,Metcalfe / de Maisonneuve,Ville-Marie,45.501715,-73.57413,1653344875484,1653345652769
Drummond / de Maisonneuve,Ville-Marie,45.49947,-73.57591,Tupper / du Fort,Ville-Marie,45.49123,-73.580782,1653344877900,1653345318503
Métro Laurier (Berri / St-Joseph),Le Plateau-Mont-Royal,45.527231,-73.586726,des Érables / Laurier,Le Plateau-Mont-Royal,45.5384608,-73.5776791,1653344878459,1653345274771
Métro Crémazie (Crémazie / Lajeunesse),Ahuntsic-Cartierville,45.546408,-73.638428,Complexe sportif Claude-Robillard,Ahuntsic-Cartierville,45.553262,-73.638615,1653344882360,1653345517923
Parc Maisonneuve (Viau / Sherbrooke),Rosemont - La Petite-Patrie,45.5649368,-73.5555911,Métro St-Michel (Shaughnessy / St-Michel),Villeray - Saint-Michel - Parc-Extension,45.559199,-73.599658,1653344877391,1653346236365
Metcalfe / St-Catherine,Ville-Marie,45.500832,-73.572459,Wolfe / Robin,Ville-Marie,45.519581,-73.560116,1653344886237,1653345631475
William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,St-Joseph / 8e avenue Lachine,Lachine,45.43155,-73.67112,1653344879725,1653354075081
des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,1653344883734,1653345399205
Calixa-Lavallée / Sherbrooke,Le Plateau-Mont-Royal,45.52479,-73.56545,Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.5365054,-73.5680392,1653344893022,1653345376606
Messier / du Mont-Royal,Le Plateau-Mont-Royal,45.537114,-73.571003,Parc Baldwin (Fullum / Sherbrooke),Le Plateau-Mont-Royal,45.5340705,-73.5626507,1653344885019,1653345149055
Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.536346,-73.57131,1ère avenue / Rosemont,Rosemont - La Petite-Patrie,45.5478,-73.584867,1653344887220,1653345810402
Métro Charlevoix (Centre / Charlevoix),Le Sud-Ouest,45.478228,-73.569651,Bourgeoys / Favard,Le Sud-Ouest,45.47993,-73.555921,1653344886994,1653345296772
des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,1653344888776,1653345384591
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Jeanne-Mance / Beaubien,Rosemont - La Petite-Patrie,45.52765,-73.6123,1653344893722,1653346500917
Métro Charlevoix (Centre / Charlevoix),Le Sud-Ouest,45.478228,-73.569651,Bourgeoys / Favard,Le Sud-Ouest,45.47993,-73.555921,1653344895961,1653345299522
La Ronde,Ville-Marie,45.521565,-73.535332,de Maisonneuve / Mansfield (nord),Ville-Marie,45.502311,-73.5733635,1653344895819,1653347748421
Metcalfe / de Maisonneuve,Ville-Marie,45.501715,-73.57413,Notre-Dame / Jean-d'Estrées,Ville-Marie,45.4942598,-73.5638181,1653344900430,1653345287335
Bélanger / St-Denis,Rosemont - La Petite-Patrie,45.53696,-73.61199,Drolet / Gounod,Villeray - Saint-Michel - Parc-Extension,45.540951,-73.626375,1653344897287,1653345157063
Bloomfied / St-Viateur,Outremont,45.5191037,-73.6051905,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,1653344897995,1653345020347
Casgrain / Maguire,Le Plateau-Mont-Royal,45.525933,-73.595253,Poupart / Ontario,Ville-Marie,45.531939,-73.553439,1653344898283,1653345969950
St-Urbain / Beaubien,Rosemont - La Petite-Patrie,45.52951,-73.61068,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,1653344903685,1653345559201
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Plessis / Logan,Ville-Marie,45.5217675,-73.5571025,1653344898767,1653346180289
de Lanaudière / Bélanger,Rosemont - La Petite-Patrie,45.543651,-73.60565,de Bordeaux / St-Zotique,Rosemont - La Petite-Patrie,45.546539,-73.598665,1653344899800,1653345058785
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Plessis / Logan,Ville-Marie,45.5217675,-73.5571025,1653344903130,1653346175075
Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,de Bullion / St-Joseph,Le Plateau-Mont-Royal,45.524037,-73.590143,1653344904697,1653345938716
Mairie d'arrondissement LaSalle (Dupras / Jeannette),LaSalle,45.429167,-73.6628097,Parc Summerlea (53e avenue / St-Joseph),Lachine,45.4383671,-73.7154669,1653344906407,1653345992002
Métro Vendôme (de Marlowe / de Maisonneuve),Côte-des-Neiges - Notre-Dame-de-Grâce,45.473868,-73.604538,Bloomfield / Bernard,Outremont,45.520688,-73.608428,1653344917578,1653347993817
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,1653344911138,1653345346570
Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,1653344908024,1653345451246
Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,1653344908653,1653345344639
Roy / St-André,Le Plateau-Mont-Royal,45.521564,-73.570367,Ste-Famille / des Pins,Le Plateau-Mont-Royal,45.512832,-73.576888,1653344918199,1653345376098
Pratt / Bates,Outremont,45.5169478,-73.6263156,Pratt / Bates,Outremont,45.5169478,-73.6263156,1653344906815,1653344928714
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,1653344912815,1653345540073
Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,1653344913062,1653345027733
Parc de la Confédération (Fielding / West Hill),Côte-des-Neiges - Notre-Dame-de-Grâce,45.471882,-73.6400217,Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.466569,-73.623295,1653344910166,1653345401810
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,Jeanne-Mance / Beaubien,Rosemont - La Petite-Patrie,45.52765,-73.6123,1653344918444,1653346505521
la Fontaine / Alexandre-de-Sève,Ville-Marie,45.5233037,-73.5579997,Métro Papineau (Cartier / Ste-Catherine),Ville-Marie,45.52353,-73.55199,1653344923200,1653345178643
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,1653344924538,1653345546019
CCI Outremont (Dollard / Durcharme),Outremont,45.5200191,-73.6189073,Villeneuve / du Parc,Le Plateau-Mont-Royal,45.51829,-73.59235,1653344920816,1653345601671
Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,1653344931317,1653345059044
St-André / Robin,Ville-Marie,45.518128,-73.561851,de Maisonneuve / Aylmer (est),Ville-Marie,45.505386,-73.570432,1653344931926,1653345536419
Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,Victoria Hall,Westmount,45.481291,-73.60033,1653344939426,1653346685921
Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,Parc de Dieppe,Ville-Marie,45.5018635,-73.543961,1653344937777,1653346243357
Duvernay / Charlevoix,Le Sud-Ouest,45.482098,-73.574876,Métro Georges-Vanier (St-Antoine / Canning),Le Sud-Ouest,45.4891,-73.57656,1653344936812,1653345097730
Métro Joliette  (Joliette / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.546907,-73.551557,Jeanne-d'Arc / Ontario,Mercier - Hochelaga-Maisonneuve,45.549598,-73.541874,1653344940792,1653345248167
Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,1653344937651,1653345405020
Parc Maisonneuve (Viau / Sherbrooke),Rosemont - La Petite-Patrie,45.5649368,-73.5555911,Gauthier / Papineau,Le Plateau-Mont-Royal,45.529666,-73.567336,1653344939893,1653346798893
6e avenue / Bélanger,Rosemont - La Petite-Patrie,45.5545638,-73.5961568,Cartier / Bélanger,Rosemont - La Petite-Patrie,45.546797,-73.602664,1653344933692,1653345218754
Rivard / Rachel,Le Plateau-Mont-Royal,45.522278,-73.577591,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344948032,1653346926293
Jeanne-Mance / Laurier,Le Plateau-Mont-Royal,45.5201249,-73.5952138,Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,1653344940827,1653345369348
Berri / Cherrier,Le Plateau-Mont-Royal,45.519088,-73.569509,Roy / St-André,Le Plateau-Mont-Royal,45.521564,-73.570367,1653344941086,1653345069986
Notre-Dame / Gauvin,Ville-Marie,45.500105,-73.560199,Cypress / Peel,Ville-Marie,45.499325,-73.571768,1653344942252,1653347140764
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,1653344942158,1653345313446
Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513303,-73.572961,Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513303,-73.572961,1653344943934,1653347428882
Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,1653344945422,1653345315554
Maguire / St-Laurent,Le Plateau-Mont-Royal,45.524628,-73.595811,Clark / St-Viateur,Le Plateau-Mont-Royal,45.5251603,-73.5992467,1653344960545,1653345826701
Gordon / Wellington,Verdun,45.461078,-73.567307,de l'Église / de Verdun,Verdun,45.463001,-73.571569,1653344951702,1653347802296
Métro Beaubien (de Chateaubriand / Beaubien),Rosemont - La Petite-Patrie,45.53536,-73.603635,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),Outremont,45.510086,-73.611429,1653344947911,1653345593675
Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,1653344948084,1653345298521
de l'Hôtel-de-Ville / Roy,Le Plateau-Mont-Royal,45.517401,-73.574605,Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,1653344951074,1653345373322
Pratt / Bates,Outremont,45.5169478,-73.6263156,Pratt / Bates,Outremont,45.5169478,-73.6263156,1653344950008,1653346557495
St-Ambroise / Louis-Cyr,Le Sud-Ouest,45.4751933,-73.5809433,Valois / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.54523,-73.53725,1653344953727,1653347205124
Sherbrooke / Frontenac,Ville-Marie,45.5367,-73.56081,Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,1653344960904,1653345893252
Louis-Hémon / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.5517743,-73.6034784,Louis-Hémon / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.5517743,-73.6034784,1653344963969,1653345458884
Gauthier / Papineau,Le Plateau-Mont-Royal,45.529666,-73.567336,Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,1653344965504,1653345326900
Jean-Brillant / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.495415,-73.622341,Métro Snowdon (de Westbury / Queen-Mary),Côte-des-Neiges - Notre-Dame-de-Grâce,45.485385,-73.628142,1653344966186,1653345614622
Métro Sherbrooke (de Rigaud / St-Denis),Le Plateau-Mont-Royal,45.5179989,-73.5681841,St-Dominique / Napoléon,Le Plateau-Mont-Royal,45.5166644,-73.5772204,1653344968249,1653345282332
University / Prince-Arthur,Le Plateau-Mont-Royal,45.507402,-73.578444,Milton / Durocher,Le Plateau-Mont-Royal,45.508141,-73.57493,1653344970205,1653345065793
Plessis / Logan,Ville-Marie,45.5217675,-73.5571025,Métro Place-d'Armes (Viger / St-Urbain),Ville-Marie,45.50623,-73.55976,1653344964958,1653345451745
Duluth / de l'Esplanade,Le Plateau-Mont-Royal,45.515092,-73.581142,Gauthier / Parthenais,Le Plateau-Mont-Royal,45.532926,-73.56378,1653344974736,1653345602007
Métro Joliette  (Joliette / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.546907,-73.551557,Jeanne-d'Arc / Ontario,Mercier - Hochelaga-Maisonneuve,45.549598,-73.541874,1653344970757,1653345245455
19e avenue / St-Zotique,Rosemont - La Petite-Patrie,45.561594,-73.585643,Métro Laurier (Bibaud / Rivard),Le Plateau-Mont-Royal,45.5278391,-73.5895747,1653344973282,1653346160802
