STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS
de Melrose / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46982,-73.616961,Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.466569,-73.623295,1653344178149,1653344531142
de Melrose / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46982,-73.616961,Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.466569,-73.623295,1653344183762,1653344528310
Young / Wellington,Le Sud-Ouest,45.492825,-73.557978,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1653344181171,1653344886267
Henri-Julien / de Castelnau,Villeray - Saint-Michel - Parc-Extension,45.537891,-73.618215,Rachel / de Brébeuf,Le Plateau-Mont-Royal,45.52689,-73.57264,1653344180648,1653351665908
Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,1653344181638,1653345801368
Bourget / St-Jacques,Le Sud-Ouest,45.4808458,-73.5838616,Métro Place St-Henri (St-Ferdinand / St-Jacques),Le Sud-Ouest,45.477249,-73.587238,1653344185983,1653344378668
Quai de la navette fluviale,Ville-Marie,45.513741,-73.538382,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1653344188153,1653345628415
Gary-Carter / St-Laurent,Villeray - Saint-Michel - Parc-Extension,45.5359,-73.622443,de Lanaudière / Bélanger,Rosemont - La Petite-Patrie,45.543651,-73.60565,1653344182669,1653344903637
Marquette / des Carrières,Rosemont - La Petite-Patrie,45.538799,-73.5887,Parc Ludger-Duvernay (St-André / St-Hubert),Le Plateau-Mont-Royal,45.5314746,-73.5924205,1653344184794,1653344542841
Lajeunesse / Villeray,Villeray - Saint-Michel - Parc-Extension,45.542119,-73.622547,St-Dominique / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.535248,-73.617564,1653344197681,1653344584822
Dollard / Van Horne,Outremont,45.519153,-73.616469,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),Outremont,45.510086,-73.611429,1653344187647,1653344521710
Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.466569,-73.623295,Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,1653344187806,1653345340700
Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344189680,1653345179408
de Lanaudière / Bélanger,Rosemont - La Petite-Patrie,45.543651,-73.60565,Gauthier / Parthenais,Le Plateau-Mont-Royal,45.532926,-73.56378,1653344187691,1653345686143
2e avenue / Wellington,Verdun,45.457893,-73.567528,Regina / de Verdun,Verdun,45.467369,-73.570769,1653344191384,1653344703137
Boucher / St-Denis,Le Plateau-Mont-Royal,45.5278492,-73.5918613,St-Catherine / St-Laurent,Ville-Marie,45.5099315,-73.5638067,1653344204064,1653345184124
St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653344193065,1653345700831
University / Prince-Arthur,Le Plateau-Mont-Royal,45.507402,-73.578444,St-Germain / Hochelaga,Mercier - Hochelaga-Maisonneuve,45.543699,-73.553673,1653344193031,1653345056854
de Lanaudière / du Mont-Royal,Le Plateau-Mont-Royal,45.5302211,-73.5769965,de Bullion / du Mont-Royal,Le Plateau-Mont-Royal,45.521751,-73.585268,1653344193978,1653344846324
Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.5365054,-73.5680392,Métro Laurier (Bibaud / Rivard),Le Plateau-Mont-Royal,45.5278391,-73.5895747,1653344195362,1653344826701
Harvard / de Monkland,Côte-des-Neiges - Notre-Dame-de-Grâce,45.474565,-73.624036,McLynn / Plamondon,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4891131,-73.6470129,1653344195541,1653346624401
St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,St-Mathieu / Sherbrooke,Ville-Marie,45.495789,-73.582596,1653344195835,1653345782829
Casgrain / Maguire,Le Plateau-Mont-Royal,45.525933,-73.595253,La Ronde,Ville-Marie,45.521565,-73.535332,1653344196901,1653345502163
Parc Père-Marquette (Chambord / Rosemont),Rosemont - La Petite-Patrie,45.537088,-73.593219,Laval / Rachel,Le Plateau-Mont-Royal,45.520179,-73.579424,1653344199971,1653345015361
Métro Jarry (Lajeunesse / Jarry),Villeray - Saint-Michel - Parc-Extension,45.5435597,-73.627772,de Normanville / Villeray,Villeray - Saint-Michel - Parc-Extension,45.54717,-73.618041,1653344198607,1653344551208
St-André / Ste-Catherine,Ville-Marie,45.516427,-73.558112,Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,1653344200378,1653344347228
Métro de l'Église (Ross / de l'Église),Verdun,45.462726,-73.565959,2e avenue / Wellington,Verdun,45.457893,-73.567528,1653344204424,1653344371290
de Lanaudière / Marie-Anne,Le Plateau-Mont-Royal,45.529326,-73.574806,Parthenais / du Mont-Royal,Le Plateau-Mont-Royal,45.536346,-73.57131,1653344204650,1653344455353
Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,1653344205912,1653345899020
Bernard / St-Urbain,Le Plateau-Mont-Royal,45.526267,-73.603191,Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,1653344208069,1653344921262
Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,1653344213068,1653345937231
Prince-Arthur / du Parc,Le Plateau-Mont-Royal,45.51059,-73.57547,William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,1653344212119,1653344658678
Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,de l'Esplanade / Fairmount,Le Plateau-Mont-Royal,45.521496,-73.596827,1653344217778,1653344343811
Waverly / St-Viateur,Le Plateau-Mont-Royal,45.523856,-73.600127,Maguire / St-Laurent,Le Plateau-Mont-Royal,45.524628,-73.595811,1653344218058,1653344384508
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Lincoln / du Fort,Ville-Marie,45.493034,-73.583836,1653344218833,1653345965992
Bibliothèque de Verdun (Brown / Bannantyne),Verdun,45.448262,-73.577856,Beatty / de Verdun,Verdun,45.45073,-73.572575,1653344229832,1653344348851
St-Christophe / René-Lévesque,Ville-Marie,45.5149464,-73.5562329,Métro Laurier (Berri / St-Joseph),Le Plateau-Mont-Royal,45.527231,-73.586726,1653344235818,1653345323329
Dorion / Ontario,Ville-Marie,45.526991,-73.558212,Atateken / du Square Amherst,Ville-Marie,45.5206338,-73.563906,1653344232465,1653344600606
Place du Commerce,Verdun,45.46714,-73.54259,Bourgeoys / Favard,Le Sud-Ouest,45.47993,-73.555921,1653344228562,1653345098719
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,1653344229277,1653344961908
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Lincoln / du Fort,Ville-Marie,45.493034,-73.583836,1653344232057,1653345949468
Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,Crescent / René-Lévesque,Ville-Marie,45.4959617,-73.5732535,1653344232626,1653344676929
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1653344241387,1653345944321
Marquette / Laurier,Le Plateau-Mont-Royal,45.53543,-73.5822,Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.527201,-73.564729,1653344239288,1653344552317
de l'Église / Bannantyne,Verdun,45.463254,-73.575879,des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,1653344242374,1653345376764
Métro Place St-Henri (St-Ferdinand / St-Jacques),Le Sud-Ouest,45.477249,-73.587238,La Ronde,Ville-Marie,45.521565,-73.535332,1653344242488,1653346476337
Dorion / Ontario,Ville-Marie,45.526991,-73.558212,Atateken / du Square Amherst,Ville-Marie,45.5206338,-73.563906,1653344243663,1653344634121
St-Dominique / Rachel,Le Plateau-Mont-Royal,45.518593,-73.581566,Beaudry / Sherbrooke,Ville-Marie,45.523035,-73.565395,1653344243112,1653345045767
Chabot / Beaubien,Rosemont - La Petite-Patrie,45.544376,-73.595645,de Bordeaux / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.549755,-73.605566,1653344247657,1653344525819
Dézéry / Ontario,Mercier - Hochelaga-Maisonneuve,45.54111,-73.54755,Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,1653344242587,1653345339553
Roy / St-Denis,Le Plateau-Mont-Royal,45.51908,-73.5727,Jeanne-Mance / St-Viateur,Le Plateau-Mont-Royal,45.523027,-73.60184,1653344244760,1653345526016
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Métro Champ-de-Mars (Viger / Sanguinet),Ville-Marie,45.510351,-73.556508,1653344248302,1653346269576
U. Concordia - Campus Loyola (Sherbrooke / West Broadway),Côte-des-Neiges - Notre-Dame-de-Grâce,45.457509,-73.639485,Parc Loyola (Somerled / Doherty),Côte-des-Neiges - Notre-Dame-de-Grâce,45.460023,-73.644442,1653344246943,1653344411368
Métro Beaudry (Montcalm / de Maisonneuve),Ville-Marie,45.519132,-73.5578897,Poupart / Ste-Catherine,Ville-Marie,45.529002,-73.546199,1653344246679,1653344888391
Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,1653344247961,1653344387410
Harvard / de Monkland,Côte-des-Neiges - Notre-Dame-de-Grâce,45.474565,-73.624036,McLynn / Plamondon,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4891131,-73.6470129,1653344249276,1653346632207
Quai de la navette fluviale,Ville-Marie,45.513741,-73.538382,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1653344251517,1653345636431
Park Row O / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.460729,-73.634073,Métro Vendôme (de Marlowe / de Maisonneuve),Côte-des-Neiges - Notre-Dame-de-Grâce,45.473868,-73.604538,1653344251629,1653345111849
Aréna Rodrigue-Gilbert (du Tricentenaire / de Montigny),Rivière-des-Prairies - Pointe-aux-Trembles,45.6514058,-73.5004127,Place du Village (St-Jean-Baptiste / Notre-Dame),Rivière-des-Prairies - Pointe-aux-Trembles,45.6400029,-73.490113,1653344250303,1653345270119
Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,1653344250872,1653345927776
du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,Dorion / Ontario,Ville-Marie,45.526991,-73.558212,1653344252702,1653344860036
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,1653344256884,1653345609992
St-Christophe / René-Lévesque,Ville-Marie,45.5149464,-73.5562329,Métro Laurier (Berri / St-Joseph),Le Plateau-Mont-Royal,45.527231,-73.586726,1653344254765,1653345323724
Mackay / Ste-Catherine,Ville-Marie,45.495709,-73.576952,Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,45.495045,-73.57783,1653344263420,1653346548350
St-Cyril / Wiseman,Outremont,45.5208548,-73.6157396,Paré / Mountain Sights,Côte-des-Neiges - Notre-Dame-de-Grâce,45.4981,-73.652942,1653344262722,1653345338825
Victoria Hall,Westmount,45.481291,-73.60033,de Hampton / de Monkland,Côte-des-Neiges - Notre-Dame-de-Grâce,45.471179,-73.627002,1653344262052,1653344895581
Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,Drummond / de Maisonneuve,Ville-Marie,45.49947,-73.57591,1653344265085,1653345261209
de Lanaudière / du Mont-Royal,Le Plateau-Mont-Royal,45.5302211,-73.5769965,Garnier / St-Grégoire,Le Plateau-Mont-Royal,45.5358344,-73.5870212,1653344268472,1653344597886
d'Outremont / Ogilvy,Villeray - Saint-Michel - Parc-Extension,45.52687,-73.626723,Métro Parc  (Hutchison / Ogilvy),Villeray - Saint-Michel - Parc-Extension,45.5303513,-73.6243924,1653344272986,1653344473595
la Fontaine / Alexandre-de-Sève,Ville-Marie,45.5233037,-73.5579997,Notre-Dame / St-Gabriel,Ville-Marie,45.507144,-73.555119,1653344267872,1653345648820
Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,Melville / de Maisonneuve,Westmount,45.4818402,-73.595379,1653344271930,1653345909506
Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,Charlevoix / Lionel-Groulx,Le Sud-Ouest,45.483928,-73.577312,1653344280415,1653346031253
du President-Kennedy / Union,Ville-Marie,45.505011,-73.572028,Plessis / Logan,Ville-Marie,45.5217675,-73.5571025,1653344277173,1653345023831
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),Outremont,45.510086,-73.611429,Clark / Prince-Arthur,Le Plateau-Mont-Royal,45.513303,-73.572961,1653344279671,1653345112306
18e avenue / Rosemont,Rosemont - La Petite-Patrie,45.557896,-73.576529,Louis-Hébert / Beaubien,Rosemont - La Petite-Patrie,45.548186,-73.59201,1653344282700,1653344822667
Métro Mont-Royal (Rivard / du Mont-Royal),Le Plateau-Mont-Royal,45.524673,-73.58255,Mackay / de Maisonneuve,Ville-Marie,45.49683,-73.57913,1653344290728,1653345851430
Durocher / Sherbrooke,Le Plateau-Mont-Royal,45.5070762,-73.5722852,Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,1653344290219,1653344835453
Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,William / St-Henri,Ville-Marie,45.498919,-73.557254,1653344286775,1653345136135
Duluth / St-Laurent,Le Plateau-Mont-Royal,45.516876,-73.57946,Marquette / Rachel,Le Plateau-Mont-Royal,45.529802,-73.57029,1653344291292,1653345021316
de l'Hôtel-de-Ville / Sherbrooke,Ville-Marie,45.514565,-73.568407,de la Montagne/ Sherbrooke,Ville-Marie,45.4997438,-73.5789384,1653344293213,1653344824910
Ste-Catherine / Labelle,Ville-Marie,45.515065,-73.55923,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1653344290827,1653344551714
Notre-Dame / Gauvin,Ville-Marie,45.500105,-73.560199,William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,1653344292493,1653344752775
Boyer / Everett,Villeray - Saint-Michel - Parc-Extension,45.5432845,-73.6162861,du Parc-La Fontaine / Roy,Le Plateau-Mont-Royal,45.522866,-73.568377,1653344294606,1653345540218
Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,45.495045,-73.57783,Durocher / Sherbrooke,Le Plateau-Mont-Royal,45.5070762,-73.5722852,1653344297382,1653344987536
Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,Parc de Bullion (de Bullion / Prince-Arthur),Le Plateau-Mont-Royal,45.515604,-73.572135,1653344295130,1653346234600
Parc St-Henri (Laporte / Guay),Le Sud-Ouest,45.4801338,-73.5859081,Victoria / de Maisonneuve,Westmount,45.477429,-73.600169,1653344295384,1653344644563
Dorion / Ontario,Ville-Marie,45.526991,-73.558212,Parc Maisonneuve (Viau / Sherbrooke),Rosemont - La Petite-Patrie,45.5649368,-73.5555911,1653344297233,1653345850029
St-Hubert / Laurier,Le Plateau-Mont-Royal,45.52931,-73.588657,Vallières / St-Laurent,Le Plateau-Mont-Royal,45.518967,-73.583616,1653344297621,1653344812078
Alexandre-DeSève / Ste-Catherine,Ville-Marie,45.52123,-73.553861,Beaudry / Ontario,Ville-Marie,45.5214582,-73.5620499,1653344298167,1653344556609
Square St-Louis (du Square St-Louis / Laval),Le Plateau-Mont-Royal,45.516091,-73.570129,University / Prince-Arthur,Le Plateau-Mont-Royal,45.507402,-73.578444,1653344298396,1653344761334
2e avenue / Wellington,Verdun,45.457893,-73.567528,Regina / de Verdun,Verdun,45.467369,-73.570769,1653344298418,1653344692241
d'Outremont / Ogilvy,Villeray - Saint-Michel - Parc-Extension,45.52687,-73.626723,Bloomfield / Jean-Talon,Villeray - Saint-Michel - Parc-Extension,45.5274603,-73.6241752,1653344300228,1653344997444
Square St-Louis (du Square St-Louis / Laval),Le Plateau-Mont-Royal,45.516091,-73.570129,University / Prince-Arthur,Le Plateau-Mont-Royal,45.507402,-73.578444,1653344303766,1653344770592
University / Milton,Ville-Marie,45.506511,-73.576669,Milton / Clark,Le Plateau-Mont-Royal,45.512541,-73.570677,1653344304076,1653344628605
Métro Rosemont (de St-Vallier / Rosemont),Rosemont - La Petite-Patrie,45.531783,-73.597793,Bishop / Ste-Catherine,Ville-Marie,45.496583,-73.576502,1653344304896,1653345933832
Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,Métro Guy-Concordia (Guy / St-Catherine),Ville-Marie,45.495045,-73.57783,1653344306687,1653344533363
University / Milton,Ville-Marie,45.506511,-73.576669,Milton / Clark,Le Plateau-Mont-Royal,45.512541,-73.570677,1653344310057,1653344625815
de Bleury / de Maisonneuve,Ville-Marie,45.5070965,-73.5684416,BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,1653344310276,1653344869623
de l'Hôtel-de-Ville / Roy,Le Plateau-Mont-Royal,45.517401,-73.574605,Duluth / de l'Esplanade,Le Plateau-Mont-Royal,45.515092,-73.581142,1653344309274,1653344598895
Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,,,,,1653344124184,
16e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.55287,-73.565631,Métro de Castelnau (de Castelnau / St-Laurent),Villeray - Saint-Michel - Parc-Extension,45.5357088,-73.6196235,1653344316234,1653345793509
Parc Painter (Marcotte / Quenneville),Saint-Laurent,45.5286305,-73.6773124,Parc Painter (Marcotte / Quenneville),Saint-Laurent,45.5286305,-73.6773124,1653344307112,1653345025296
BAnQ (Berri / de Maisonneuve),Ville-Marie,45.515299,-73.561273,Marquette / du Mont-Royal,Le Plateau-Mont-Royal,45.53229,-73.57544,1653344318983,1653345271736
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Métro Champ-de-Mars (Viger / Sanguinet),Ville-Marie,45.510351,-73.556508,1653344323239,1653346260986
Villeneuve / de l'Hôtel-de-Ville,Le Plateau-Mont-Royal,45.523544,-73.587332,Durocher / Bernard,Outremont,45.522225,-73.606687,1653344320349,1653345014454
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),Outremont,45.510086,-73.611429,Bloomfield / Bernard,Outremont,45.520688,-73.608428,1653344322797,1653344743894
St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.527795,-73.571939,1653344322687,1653347378860
16e avenue / St-Joseph,Rosemont - La Petite-Patrie,45.55287,-73.565631,18e avenue / Rosemont,Rosemont - La Petite-Patrie,45.557896,-73.576529,1653344322052,1653344699208
Métro Assomption (Chauveau / de l'Assomption),Mercier - Hochelaga-Maisonneuve,45.569789,-73.548081,Métro Assomption (Chauveau / de l'Assomption),Mercier - Hochelaga-Maisonneuve,45.569789,-73.548081,1653344330498,1653345096879
Logan / d'Iberville,Ville-Marie,45.53057,-73.54913,Parc Baldwin (Fullum / Sherbrooke),Le Plateau-Mont-Royal,45.5340705,-73.5626507,1653344332245,1653344650428
Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.5351901,-73.6154822,Waverly / St-Zotique,Rosemont - La Petite-Patrie,45.530505,-73.614708,1653344328072,1653344564600
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Peel / Ottawa,Le Sud-Ouest,45.4941996,-73.5599846,1653344333456,1653345169849
Richardson / de Montmorency,Le Sud-Ouest,45.48498,-73.560333,Léa-Roback / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.471669,-73.582644,1653344334557,1653345095655
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Mackay / Ste-Catherine,Ville-Marie,45.495709,-73.576952,1653344343780,1653345764665
Boyer / du Mont-Royal,Le Plateau-Mont-Royal,45.527432,-73.579917,Sanguinet / de Maisonneuve,Ville-Marie,45.513405,-73.562594,1653344338916,1653345007655
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,1653344342271,1653345204197
University / Prince-Arthur,Le Plateau-Mont-Royal,45.507402,-73.578444,Laval / Rachel,Le Plateau-Mont-Royal,45.520179,-73.579424,1653344339309,1653345149455
St-André / Ste-Catherine,Ville-Marie,45.516427,-73.558112,Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516897,-73.563949,1653344342265,1653344849936
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51066,-73.56497,1653344342683,1653344674359
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Rachel / de Brébeuf,Le Plateau-Mont-Royal,45.52689,-73.57264,1653344342935,1653345548807
St-Denis / René-Lévesque,Ville-Marie,45.512871,-73.558466,Métro Papineau (Cartier / Ste-Catherine),Ville-Marie,45.52353,-73.55199,1653344353077,1653344688940
Hutchison / Prince-Arthur,Le Plateau-Mont-Royal,45.509759,-73.576107,Chomedey / de Maisonneuve,Ville-Marie,45.4918,-73.584006,1653344345813,1653345372582
Parc St-Henri (Laporte / Guay),Le Sud-Ouest,45.4801338,-73.5859081,Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,1653344362136,1653345909363
Métro Jean-Talon (Berri / Jean-Talon),Villeray - Saint-Michel - Parc-Extension,45.5390004,-73.614251,Casgrain / St-Viateur,Le Plateau-Mont-Royal,45.527513,-73.598791,1653344350428,1653344976951
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1653344354009,1653344367968
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,Place du Commerce,Verdun,45.46714,-73.54259,1653344352915,1653345614673
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),Ville-Marie,45.5082046,-73.5688144,St-Mathieu / Ste-Catherine,Ville-Marie,45.49368,-73.579146,1653344351319,1653345158386
Aylmer / Sherbrooke,Le Plateau-Mont-Royal,45.506587,-73.573299,Aylmer / Sherbrooke,Le Plateau-Mont-Royal,45.506587,-73.573299,1653344352566,1653344374745
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,1653344356259,1653345205800
Jean-Brillant / de la Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,45.495415,-73.622341,Édouard-Montpetit / de Stirling,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50723,-73.615085,1653344355002,1653347013692
Crescent / de Maisonneuve,Ville-Marie,45.498112,-73.577615,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1653344355924,1653344905691
Parc Jeanne Mance (monument sir George-Etienne Cartier),Le Plateau-Mont-Royal,45.51484,-73.584779,de Brébeuf / du Mont-Royal,Le Plateau-Mont-Royal,45.529408,-73.578154,1653344358517,1653345011642
Marquette / des Carrières,Rosemont - La Petite-Patrie,45.538799,-73.5887,de Mentana / Laurier,Le Plateau-Mont-Royal,45.53045,-73.587638,1653344357726,1653344771935
Métro Laurier (Berri / St-Joseph),Le Plateau-Mont-Royal,45.527231,-73.586726,Aylmer / Prince-Arthur,Le Plateau-Mont-Royal,45.508567,-73.577698,1653344358349,1653344996022
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,Place du Commerce,Verdun,45.46714,-73.54259,1653344359621,1653345618443
Boyer / du Mont-Royal,Le Plateau-Mont-Royal,45.527432,-73.579917,Sanguinet / de Maisonneuve,Ville-Marie,45.513405,-73.562594,1653344361078,1653344996871
16e avenue / Beaubien,Rosemont - La Petite-Patrie,45.558281,-73.583159,St-André / Cherrier,Le Plateau-Mont-Royal,45.520524,-73.567697,1653344364901,1653345555412
Sanguinet / Ste-Catherine,Ville-Marie,45.512797,-73.561463,de Maisonneuve / Aylmer (est),Ville-Marie,45.505386,-73.570432,1653344370866,1653344879472
St-Germain / Hochelaga,Mercier - Hochelaga-Maisonneuve,45.543699,-73.553673,Hochelaga / Chapleau,Ville-Marie,45.534453,-73.559652,1653344371237,1653344754871
Place Émilie-Gamelin,Ville-Marie,45.515901,-73.559948,Poupart / Ste-Catherine,Ville-Marie,45.529002,-73.546199,1653344366742,1653344899826
Métro Bonaventure (de la Gauchetière / de la Cathédrale),Ville-Marie,45.4983122,-73.567256,Notre-Dame / de la Montagne,Ville-Marie,45.493029,-73.564818,1653344368519,1653344826236
Sanguinet / Ste-Catherine,Ville-Marie,45.512797,-73.561463,de Maisonneuve / Aylmer (est),Ville-Marie,45.505386,-73.570432,1653344373263,1653344875932
de Bordeaux / Masson,Le Plateau-Mont-Royal,45.538984,-73.582445,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653344376523,1653344664501
St-André / Ste-Catherine,Ville-Marie,45.516427,-73.558112,Notre-Dame / Jean-d'Estrées,Ville-Marie,45.4942598,-73.5638181,1653344374599,1653345235793
Laval / du Mont-Royal,Le Plateau-Mont-Royal,45.522365,-73.584146,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653344380460,1653345754149
Richardson / de Montmorency,Le Sud-Ouest,45.48498,-73.560333,Richardson / de Montmorency,Le Sud-Ouest,45.48498,-73.560333,1653344376386,1653345153154
Laval / du Mont-Royal,Le Plateau-Mont-Royal,45.522365,-73.584146,de la Commune / King,Ville-Marie,45.497515,-73.552571,1653344376520,1653345747819
Métro Beaubien (de Chateaubriand / Beaubien),Rosemont - La Petite-Patrie,45.53536,-73.603635,Fabre / Beaubien,Rosemont - La Petite-Patrie,45.54206,-73.597873,1653344378386,1653344681808
Parc des Rapides (LaSalle / 6e avenue),LaSalle,45.429471,-73.593099,4e avenue / de Verdun,Verdun,45.456885,-73.572607,1653344390176,1653345685058
Parc Père-Marquette (Chambord / Rosemont),Rosemont - La Petite-Patrie,45.537088,-73.593219,5e avenue / Rosemont,Rosemont - La Petite-Patrie,45.5499,-73.583084,1653344383419,1653344932601
Métro de l'Église (Ross / de l'Église),Verdun,45.462726,-73.565959,Parc des Rapides (LaSalle / 6e avenue),LaSalle,45.429471,-73.593099,1653344384494,1653346260240
Fullum / Gilford,Le Plateau-Mont-Royal,45.539224,-73.573837,du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.5254742,-73.5743251,1653344383546,1653345158582
de Brébeuf / du Mont-Royal,Le Plateau-Mont-Royal,45.529408,-73.578154,Berri / Rachel,Le Plateau-Mont-Royal,45.522719,-73.577204,1653344385840,1653344674792
Nicolet / Sherbrooke,Mercier - Hochelaga-Maisonneuve,45.549695,-73.554647,Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.532514,-73.584811,1653344390684,1653345975756
